nct_id,brief_title,official_title,overall_status,start_date,study_type,phases,enrollment_count,enrollment_type,sponsor_name,sponsor_class,collaborator_count,conditions,intervention_types,intervention_names,allocation,intervention_model,masking,primary_purpose,sex,minimum_age,maximum_age,healthy_volunteers,eligibility_criteria,location_count,countries,brief_summary,primary_outcome_measures,search_query_source
NCT07041099,"A Study of CLN-978, a Subcutaneously Administered CD19-directed T Cell Engager, in Subjects With Sjogren's Disease","A Phase 1b, Open-Label Study of CLN-978 for the Treatment of Active, Moderate to Severe Sjogren's Disease",RECRUITING,2025-10-01,INTERVENTIONAL,PHASE1,36.0,ESTIMATED,Cullinan Therapeutics Inc.,INDUSTRY,0,Sjögren|Sjogren Disease|Sjogren's Syndrome,DRUG,CLN-978,NON_RANDOMIZED,SEQUENTIAL,NONE,TREATMENT,ALL,18 Years,,False,"Inclusion

* Diagnosis of SjD at least 24 weeks prior to Screening Visit and meet the 2016 EULAR / ACR Classification Criteria for SjD at Screening.
* Have active moderate to severe disease (i.e., ESSDAI ≥5) at Screening.
* Laboratory parameters including the following:

  * Absolute lymphocyte count (ALC) ≥0.5 × 10\^9/L
  * Peripheral CD19+ B cell count ≥25 cells/µL
  * Absolute neutrophil count (ANC) ≥1.0 × 10\^9/L
  * Hemoglobin (Hgb) ≥8 g/dL
  * Platelet count ≥75 × 10\^9/L
  * Total bilirubin ≤1.5 × ULN, except patients with confirmed Gilbert's Syndrome
  * Aspartate aminotransferase (AST) and Alanine aminotransferase (ALT) ≤2.0 × ULN
  * Estimated glomerular filtration rate (eGFR) based on the CKD-EPI formula ≥30 mL/min/1.73 m2

Exclusion

* Concomitant rheumatological autoimmune disease
* Considered at high risk for thrombosis
* Rapidly progressive glomerulonephritis and/or urine protein/creatinine \>3 mg/mg (339 mg/mmol).
* Active, severe central nervous system manifestations of SjD.
* History of stroke, seizure, dementia, Parkinson's disease, coordination movement disorder, cerebellar diseases, psychosis, paresis, aphasia, and any other neurologic disorder that the Investigator feels would put the patient at undue risk or confound study results.
* Evidence of hepatitis B virus (HBV), hepatitis C virus (HCV), human immunodeficiency virus (HIV), Epstein-Barr virus (EBV), or cytomegalovirus (CMV) infection.
* Primary immunodeficiency or history of recurrent infections.
* History of splenectomy.
* Live or attenuated vaccine within 28 days prior to the Screening Visit or during the Screening Period.
* Active, clinically significant bacterial, viral, fungal, mycobacterial, parasitic, or other infection, including severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, within 14 days prior to Day 1.
* Active or latent tuberculosis (TB)",11,France|Germany|Italy|United States,"A phase 1b, open-label study of CLN-978 administered subcutaneously in patients with active, moderate to severe Sjogren's Disease.",Safety and Tolerability,arthritis
NCT06350773,Phosphodiesterase Type 5 Inhibitors in Patients With Group 2 Pulmonary Hypertension,The Efficacy of Phosphodiesterase Inhibitors in Patients With Group 2 Pulmonary Hypertension,ACTIVE_NOT_RECRUITING,2023-06-10,INTERVENTIONAL,NA,48.0,ESTIMATED,Beni-Suef University,OTHER,0,Group 2 Pulmonary Hypertension,DRUG,tadalafil 20 mg then 40 mg if tolerated,RANDOMIZED,PARALLEL,NONE,TREATMENT,ALL,18 Years,75 Years,False,"Inclusion Criteria:

* group 2 pulmonary hypertension with precapillary component with PVR more than 4 by RHC
* Patients should be on HF medical therapy 90 days before enrollment in the study.

Exclusion Criteria:

* Anticipated cardiac resynchronization therapy within 3 months of enrollment.
* Hypersensitivity, allergy, or intolerable side effects of PDE-5 inhibitors.
* Contraindication to PDE-5 inhibitors, including current nitrate therapy.
* All groups of PH, other than group 2 PH (isolated post capillary pulmonary hypertension).
* History of heart transplant, ventricular-assist device, or any other solid-organ transplant
* Likely to have solid-organ transplant or any other major surgery during study enrollment/treatment period.
* Female subject who is pregnant, breast-feeding, or unwilling to practice an acceptable method of birth control unless postmenopausal or sterile.
* Unreliability as a study participant, based on the investigator's (or designee's) knowledge of the subject (e.g., alcohol or other substance abuse, inability or unwillingness to adhere to the protocol, documented noncompliance, or vulnerable population)
* Current enrollment, or enrollment completed \<30 days previously, in another investigational drug or device clinical study.
* Undergoing dialysis for end-stage renal disease.
* End-stage liver disease comorbidities, limiting exercise tolerance.
* Morbid obesity (body mass index \> 40).
* Severe peripheral vascular disease with intermittent claudication.
* Status after amputation of lower extremity(s) at any level.
* Severe degenerative joint disease preventing normal walking.
* Cerebrovascular accident with long-term sequelae affecting ability to walk.",1,Egypt,"The goal of this clinical trial is to test the efficacy of tadalafil in patients with group II pulmonary hypertension with elevated pulmonary vascular resistance (PVR). The main question it aims to answer is:

• Can tadalafil improve patients with group II pulmonary hypertension with elevated PVR? Participants will undergo right heart catheterization (RHC) to make sure they are fulfilling the inclusion criteria, then will be asked to take tadalafil 20 mg for two weeks then 40 mg if tolerated for 12 weeks, then participants will be followed up. Investigators will compare the drug group with another age- and sex- matched control placebo group.",Functional capacity of the patients|heart failure symptoms,heart disease
NCT06643819,Phase 3 Trial to Evaluate the Efficacy and Safety of CKD-202A,"A Randomized, Double-blind, Active-controlled, Multi-center, Therapeutic Confirmatory, Phase 3 Trial to Evaluate the Efficacy and Safety of CKD-202A",RECRUITING,2024-10-14,INTERVENTIONAL,PHASE3,324.0,ESTIMATED,Chong Kun Dang Pharmaceutical,INDUSTRY,0,Essential Hypertension,DRUG,Sacubitril∙Valsartan(dose maintenance)|Sacubitril∙Valsartan(dose increasing)|Valsartan,RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,ALL,19 Years,,False,"Inclusion Criteria:

* Participants who are 19 years old or older.
* Participants who have voluntarily decided to participate in this clinical trial and signed ICF.

Exclusion Criteria:

* Participants with a history of secondary hypertension or suspected secondary hypertension.
* Participants with a orthostatic hypotension.
* Participants who require combination administration of antihypertensive drugs other than clinical trial drugs during the clinical trial participation period.
* Participants with type 1 diabetes or poorly controlled diabetes.
* Participants who treated other clinical trial drugs within 4 weeks of screening visit.
* Participants with a history of drug or alcohol abuse or suspected patient within 24 weeks as of the time of screening
* Pregnant women, lactating women, or Subjects who do not agree to use appropriate contraception during the clinical trial period and for two weeks after the end of administration of the last clinical trial drug
* Participants who are unable to participate in this clinical trial at the discretion of the investigator.",1,South Korea,Phase 3 Trial to Evaluate the Efficacy and Safety of CKD-202A(Sacubitril∙Valsartan),change from baseline in MASBP(Mean Ambulatory Systolic Blood Pressure),hypertension
NCT02116335,Endothelin Receptor Function and Acute Stress,Endothelin Receptor Function and Acute Stress (End-Stress),ACTIVE_NOT_RECRUITING,2015-06,INTERVENTIONAL,NA,320.0,ESTIMATED,Augusta University,OTHER,1,Hypertension,DRUG,Bosentan|Placebo,RANDOMIZED,CROSSOVER,DOUBLE,TREATMENT,ALL,18 Years,50 Years,True,"Inclusion Criteria:

* Men and premenopausal women (Ages 18-50 years old)
* Self-reported Black and White adults
* Lean adults (BMl \<25 kg/m\^)
* Obese adults (BMl \> 30 kg/m\^)

Exclusion Criteria:

* Having a BMI less than 16 kg/m2 (severely and very severely underweight) or that is greater than 40 kg/m2 (Class III obesity)
* Having evidence of cardiovascular, pulmonary, renal, hepatic, cerebral, or metabolic disease
* Having evidence of pregnancy
* Using medications that affect vascular tone (i.e., nitrates, etc.)
* Postmenopausal women
* Uncontrolled hypertension
* Individuals who are on a restricted salt diet
* Having a history of chronic pain
* Having a history of rheumatoid arthritis
* Using medications that are contraindicated with bosentan (i.e. glyburide, cyclosporine)
* Liver dysfunction (which may be identified with the blood sample we take)",1,United States,Our bodies respond differently to stress. Animal studies by the investigators have found that endothelin-1 plays a role in regulating blood pressure in response to stress. This study is an extension of the investigators previous animal work to evaluate the role of endothelin-1 during stress in humans.,Flow-Mediated Dilation (FMD),heart disease
NCT01668654,"Long-term, Open-label Safety Extension Study of Retigabine/Ezogabine in Pediatric Subjects (>= 12 Years Old) With POS or LGS","RTG113388, a Long-term, Open-label Safety Extension Study of Retigabine/Ezogabine in Pediatric Subjects With Partial Onset Seizures (>= 12 Years Old) and Subjects With Lennox-Gastaut Syndrome (>=12 Years Old)",TERMINATED,2012-09-04,INTERVENTIONAL,PHASE3,4.0,ACTUAL,GlaxoSmithKline,INDUSTRY,1,Epilepsy,DRUG,retigabine/ezogabine,NA,SINGLE_GROUP,NONE,TREATMENT,ALL,12 Years,29 Years,False,"Inclusion Criteria:

* Has participated in either a Phase II or Phase III retigabine/ezogabine clinical trial evaluating partial onset seizures or seizures comprising Lennox-Gastaut syndrome and met the requirements defined in the parent study to transition into the open-label extension study
* Investigator and caregiver consider it beneficial for the patient to continue treatment with retigabine/ezogabine
* Female subjects of child-bearing potential (after menarche) must either not be sexually active or must be practicing an acceptable method of contraception (documented in the medical chart) from two weeks prior to administration of study medication and for 28 days after completion or premature discontinuation from the study
* Subject is living with his/her custodial parent(s) or legal guardian(s) and has contact with them on a daily basis
* Written informed consent is obtained from the subjects parent/guardian and accompanying assent from subject. The subject, and/or his/her custodial parents(s) or legal guardian(s) have the ability to comprehend the key components of the informed consent form

Exclusion Criteria:

* Has insufficient ability to articulate the presence or absence of urinary tract symptoms
* Has experienced an adverse event, clinically significant laboratory abnormality or was discontinued from the parent study due to a reason that in the investigator's judgment would preclude enrollment to the study
* Has a urine sample with: Urine specific gravity \>1.035, Urine pH \<4.6 or \>8.0, ≥2+ proteinuria, Casts or crystals (any type), \>5 RBC/HPF, unrelated to menses
* Has a blood sample with: BUN \>21 mg/dl for 12 year old, or \>25 mg/dl for \>12 year old, Creatinine \>1.03 mg/dl (F), or \>1.3 mg/dl (M), Uric acid \>7.5 mg/dl (F), or \>8.5 mg/dl (M), Chloride \>108 mEq/L, parameters for calcium, inorganic phosphorous or CO2 that are clinically significant as judged by the investigator
* Has presence of clinically significant hepatic laboratory values: aspartate aminotransferase (AST) and alanine aminotransferase (ALT) \>2x upper limit of normal (ULN); alkaline phosphatase and bilirubin ≥1.5xULN (isolated bilirubin \>1.5ULN is acceptable if bilirubin is fractionated and direct bilirubin \<35%
* Has presence of clinically significant cardiac arrhythmias
* Has any abnormality on 12-lead ECG which is clinically significant in the opinion of the investigator, or has a corrected QT interval (using either Bazett's or Fridericia's) \>500msec ( \>530 msec for subjects with Bundle Branch Block), uncorrected QT interval \>600msec, or change from baseline QTc \>60msec
* Has a history of one or more renal calculi
* Has disturbances of micturition or known urinary obstructions, including renal calculi
* Has a documented anatomical stricture or other anatomical abnormality of the urinary tract system that has the potential to interfere with urinary flow
* Has experienced clinically significant urinary retention and/or required urinary catheterization in the preceding 6 months
* Has experienced 2 or more objectively documented urinary tract infections in the preceding 12 months
* Has a history of inadequate fluid intake and clinically significant dehydration in the preceding 6 months
* Within the preceding month, has taken anti-cholinergic medication on an ongoing basis
* Has active suicidal plan/intent or has had active suicidal thoughts in the past 6 months or has history of suicide attempt in the last 2 years or more than one lifetime suicide attempt
* Is planning surgery or implantation of a vagus nerve stimulator to control seizures during the study
* Is currently or has been abusing substance(s) or any medications in the 12 months prior to study entry
* Has taken an investigational drug (exception retigabine/ezogabine), or used an investigational device, within the previous 30 days prior, or plans to take an investigational drug anytime during the study
* Females who are lactating or are pregnant
* Unwillingness or inability to follow the procedures outlined in the protocol
* The subject is felt, by the investigator, to be unsuitable for inclusion in the study
* Children in care",4,United States,"The purpose of this study is to evaluate the long-term safety and tolerability of retigabine/ezogabine as an adjunctive treatment in subjects with either partial onset seizures (12 to \< 18 years old) or Lennox-Gastaut Syndrome (12 to \<30 years old) who have participated in a previous (""parent"") study.","Number of Participants (Par.) With Any Adverse Event (AE) or Serious Adverse Event (SAE) During the Treatment Period|Number of Participants With AEs Leading to Withdrawal|Number of Participants With Vital Signs Outside the Pre-determined Clinically Important Findings or Outside the Normal Ranges at Any Time During the Study|Change From Baseline in SBP and DBP at the Indicated Time Points|Change From Baseline in Heart Rate at the Indicated Time Points|Change From Baseline in Body Temperature at the Indicated Time Points|Change From Baseline in Body Height at Indicated Time Points|Change From Baseline in Body Weight at the Indicated Time Points|Change From Baseline in Body Mass Index (BMI) at the Indicated Time Points|Change From Baseline in Electrocardiogram (ECG) at the Indicated Time Points|Number of Participants With Abnormal Clinically Significant ECG Findings Based on Investigator Judgment at Anytime During the Study|Change From Baseline in ALT, ALP, AST, CK, and LDH Measurements at the Indicated Time Points|Change From Baseline in Albumin, Total Protein, Hemoglobin, and Mean Corpuscle Hemoglobin Measurements at the Indicated Time Points|Change From Baseline in the BUN/Creatinine and the Urine Albumin/Creatinine Ratios at the Indicated Time Points|Change From Baseline in Calcium, Carbon Dioxide Content/Bicarbonate, Chloride, Cholesterol, Glucose, Magnesium, Inorganic Phosphorus, Potassium, Sodium, and Urea/BUN Measurements at the Indicated Time Points|Change From Baseline in Creatinine, Direct Bilirubin, Indirect Bilirubin, Total Bilirubin, Uric Acid, and Urine Creatinine Concentration Measurements at the Indicated Time Points|Change From Baseline in Thyroid Stimulating Hormone (TSH) and Urine Albumin Measurements at the Indicated Time Points|Change From Baseline in Basophils, Eosinophils, Lymphocytes, Monocytes, Platelet Count, Segmented Neutrophils, Total Neutrophils, and White Blood Cell Count Measurements at the Indicated Time Points|Change From Baseline in Basophils, Eosinophils, Lymphocytes, Monocytes, Platelet Count, Segmented Neutrophils, Total Neutrophils, and Red Cell Distribution Width (RDW) Percentages at the Indicated Time Points|Change From Baseline in the Hematocrit Measurements at the Indicated Time Points|Change From Baseline in the Mean Corpuscle Volume and Mean Platelet Volume Measurements at the Indicated Time Points|Change From Baseline in Mean Corpuscle Hemoglobin at the Indicated Time Points|Change From Baseline in the Red Blood Cell Count Measurements at the Indicated Time Points|Number of Partcipants With Hematology, Chemistry and Urinalysis Parameters Outside the Normal Ranges and Pre-determined Clinically Important Ranges|Changes From Baseline in Bladder Volume as Assessed by the Post Void Residual (PVR) Ultrasound at the Indicated Time Points|Changes From Baseline in Cognition as Measured by the Leiter-R at the Indicated Time Points|Changes From Baseline in Behaviour as Measured by the Child Behavior Checklist (CBCL) at the Indicated Time Points|Changes From Baseline in Learning as Measured by the Wide Range Assessment of Memory and Learning , 2nd Edition (WRAML2) at the Indicated Time Points|Number of Participants With Sexual Maturation Based on the Tanner Stage I to Stage V of Puberty in Participants <=18 Years Old Throughout the Study|Number of Days of Exposure to Retigabine/Ezogabine TID by Individual Participant",epilepsy
NCT01293734,Research on Traditional Chinese Medicine (TCM) Clinical Treatment of the Acute Episode of Bronchial Asthma.,,COMPLETED,2008-12,INTERVENTIONAL,PHASE2,360.0,ACTUAL,Liaoning University of Traditional Chinese Medicine,OTHER,3,Bronchial Asthma,DRUG|OTHER,warming lung and relieving asthmatic granule and Securing origin and warming lung emplastrum|clearing lung and relieving asthmatic granule and securing origin and clearing lung emplastrum|securing origin and relieving asthmatic granule and securing origin and nourishing lung emplastrum|Theophylline Sustained-release Tablets and budesonide suspension,RANDOMIZED,PARALLEL,NONE,TREATMENT,ALL,18 Years,65 Years,False,"Inclusion Criteria:

* Age between 18 to 65 years old;
* Patients with mild-to-moderate bronchial asthma on attacking stage;
* Without cardiopulmonary or other complications;
* To comply with the diagnostic standard of bronchial asthma in western medicine and TCM syndrome differentiation;
* Informed consent form is required to be signed.

Exclusion Criteria:

* Older than 65 years or younger than 18 years old;
* Pregnant woman or suckling period woman;
* Patients combine serious primary disease in liver, renal, cardiovascular and cerebrovascular, hemopoietic system diseases,or psychosis.
* Severe levels of disease is between severe and critical extent. Combine Pulmonary Heart Disease or respiratory failure;
* Irritable the physique, or allergic to the given composition of drugs in this research;
* Patients who are in the process of other clinical research.",0,,"Bronchial asthma is a common disease and frequently encountered disease of respiratory apparatus. It has very complex mechanism and multiple inducing factors. This study will focus on a new Chinese therapy on Bronchial asthma, analyzing the treatment mechanism of internal and external use, based on Traditional Chinese Medicine (TCM) theory and clinical practice. The study will also investigate the efficacy of the Chinese drugs and treatments on Bronchial asthma, and provide an effective therapy for this disease.",primary Symptom|physical sign|assistant examination,asthma
NCT03154294,Evaluation of the Safety and Tolerability of TAK-228 With TAK-117 and Paclitaxel in Advanced Solid Tumors,A Phase 1 Evaluation of the Safety and Tolerability of TAK-228 in Combination With TAK-117 and Paclitaxel in Advanced Solid Tumors,COMPLETED,2017-07-06,INTERVENTIONAL,PHASE1,19.0,ACTUAL,Avera McKennan Hospital & University Health Center,OTHER,0,Advanced Solid Tumor,DRUG,paclitaxel|TAK-228|TAK-117,NON_RANDOMIZED,SEQUENTIAL,NONE,TREATMENT,ALL,18 Years,,False,"Inclusion Criteria:

* Male or female patients 18 years or older
* Patients must have a diagnosis of an advanced solid tumor malignancy and must be refractory to or intolerant of existing therapies known to provide a clinical benefit
* Eastern Cooperative Oncology Group (ECOG) performance status and/or other performance status of 0-2
* Female patients who:

  * Are postmenopausal for at least 1 year before the screening visit, OR
  * Are surgically sterile, OR
  * If they are of childbearing potential must have a negative pregnancy test and agree to practice one effective method of pregnancy prevention contraception and one additional effective (barrier) method, at the same time, from the time of signing the informed consent through 90 days (or longer as mandated by local labeling \[e.g., USPI, SmPC, etc.,\]) after the last dose of study drug, OR
  * Agree to practice true abstinence, when this is in line with the preferred and usual lifestyle of the patient. (Periodic abstinence \[e.g., calendar, ovulation, sympto- thermal and post ovulation methods\], withdrawal, spermicides only, and lactational amenorrhea are not acceptable methods of contraception. Female and male condoms should not be used together.)
* Male patients, even if surgically sterilized (i.e., status post-vasectomy), who:

  * Agree to practice highly effective barrier contraception during the entire study treatment period and through 120 days after the last dose of study drug, OR
  * Agree to practice true abstinence, when this is in line with the preferred and usual lifestyle of the patient. (Periodic abstinence \[e.g., calendar, ovulation, sympto- thermal and post ovulation methods for the female partner\], withdrawal, spermicides only, and lactational amenorrhea are not acceptable methods of contraception. Female and male condoms should not be used together.)
  * Agree not to donate sperm during the course of this study or within 120 days after receiving their last dose of study drug
* Screening clinical laboratory values as specified below:

  * Bone marrow reserve consistent with: absolute neutrophil count (ANC) ≥1.5 x 109/L; platelet count ≥100 x 109/L; hemoglobin ≥9 g/dL without transfusion within 1-week preceding study drug administration
  * Hepatic: total bilirubin ≤1.5 x upper limit of normal (ULN), transaminases (aspartate aminotransferase/serum glutamic oxaloacetic transaminase- AST/SGOT and alanine aminotransferase/serum glutamic pyruvic transaminase-ALT/SGPT) ≤2.5 x ULN (≤5 x ULN if liver metastases are present)
  * Renal: creatinine clearance ≥50 mL/min based either on Cockcroft-Gault estimate or based on urine collection (12 or 24 hour)
  * Metabolic: Glycosylated hemoglobin (HbA1c) \<7.0%, fasting serum glucose (≤ 130 mg/dL) and fasting triglycerides ≤300 mg/dL
* Ability to swallow oral medications
* Voluntary written consent must be given before performance of any study related procedure not part of standard medical care, with the understanding that the patient may withdraw consent at any time without prejudice to future medical care
* Patients who have a history of brain metastasis are eligible for the study provided that all the following criteria are met:

  * Brain metastases which have been treated
  * No evidence of disease progression for ≥3 months before the first dose of study drug
  * No hemorrhage after treatment
  * Off-treatment with dexamethasone for 4 weeks before administration of the first dose of TAK-228
  * No ongoing requirement for dexamethasone or anti-epileptic drugs

Exclusion Criteria:

* Active central nervous system (CNS) metastasis
* Other clinically significant co-morbidities, in the opinion of the investigators, such as uncontrolled pulmonary disease, active central nervous system disease, active infection, or any other condition that could compromise the patient's participation in the study
* Known human immunodeficiency virus infection
* Known hepatitis B surface antigen-positive, or known or suspected active hepatitis C infection.
* Any serious medical or psychiatric illness that could, in the investigator's opinion, potentially interfere with the completion of treatment according to this protocol
* Diagnosed or treated for another malignancy within 2 years before administration of the first dose of study drug, or previously diagnosed with another malignancy and have any evidence of residual disease. Patients with non-melanoma skin cancer or carcinoma in situ of any type are not excluded if they have undergone complete resection.
* Breast feeding or pregnant
* Treatment with any investigational products within 30 days before the first dose of study drug
* Previous treatment with PI3K, AKT, dual PI3K/mTOR inhibitors, TORC1/2 inhibitors (prior treatment with everolimus is allowed)
* Manifestations of malabsorption due to prior gastrointestinal (GI) surgery, GI disease, or for an unknown reason that may alter the absorption of TAK-228. In addition, patients with small bowel or jejunal stomata are also excluded.",1,United States,"This is an open-label, cohort study to determine the feasibility and tolerability of the combination of TAK-228 and TAK-117 given on days 2-4, 9-11, 16-18, and 23-25 with paclitaxel on days 1, 8, and 15 for one 28-day cycle in patients with advanced solid tumors.",Number of Patients Who Developed Does-limiting Toxicity (DLT),liver disease
NCT03352557,Phase 2 Study of BIIB092 in Participants With Early Alzheimer's Disease,"Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Assess the Safety, Tolerability, and Efficacy of BIIB092 in Subjects With Mild Cognitive Impairment Due to Alzheimer's Disease or With Mild Alzheimer's Disease",TERMINATED,2018-05-03,INTERVENTIONAL,PHASE2,654.0,ACTUAL,Biogen,INDUSTRY,0,Alzheimer's Disease,DRUG,BIIB092|Placebo,RANDOMIZED,PARALLEL,QUADRUPLE,TREATMENT,ALL,50 Years,80 Years,False,"Key Inclusion Criteria:

* Must have a gradual and progressive change in memory function over more than 6 months.
* Must meet all of the clinical criteria for mild cognitive impairment (MCI) due to Alzheimer's disease (AD) or mild AD and must have
* Objective evidence of cognitive impairment at Screening
* Clinical Dementia Rating Scale (CDR) global score of 0.5 for MCI due to AD or 0.5 or 1 for mild AD
* Mini-Mental State Examination (MMSE) score of 22 to 30 (inclusive)
* CDR Memory Box score of ≥0.5
* Must consent to apolipoprotein E (ApoE) genotyping
* Must have 1 informant/study partner
* Must have amyloid beta positivity confirmed at Screening

Key Exclusion Criteria:

* Any medical or neurological/neurodegenerative condition (other than AD) that, in the opinion of the Investigator, might be a contributing cause to the participant's cognitive impairment or could lead to discontinuation, lack of compliance, interference with study assessments, or safety concerns
* Clinically significant, unstable psychiatric illness
* Have had a stroke or Transient Ischemic Attack (TIA) or unexplained loss of consciousness in the past 1 year
* Relevant brain hemorrhage, bleeding disorder and cerebrovascular abnormalities
* History of unstable angina, myocardial infarction, chronic heart failure or clinically significant conduction abnormalities within 1 year prior to Screening Visit 1
* Indication of impaired renal or liver function
* Alcohol or substance abuse in past 1 year
* Clinically significant systemic illness or serious infection within 30 days prior to or during the screening period
* Use of allowed medications for chronic conditions at doses that have not been stable for at least 4 weeks prior to Screening Visit 1 and during the screening period up to Study Day 1, or use of AD medications at doses that have not been stable for at least 8 weeks prior to Screening Visit 1 and during the screening period up to Study Day 1.
* Use of any medications that, in the opinion of the Investigator, may contribute to cognitive impairment, put the participants at higher risk for adverse events (AEs), or impair the participant's ability to perform cognitive testing or complete study procedures.
* Contraindications to study procedures

NOTE: Other protocol defined Inclusion/Exclusion criteria may apply",101,Australia|France|Germany|Italy|Japan|Poland|Spain|Sweden|United States,"The primary objective of the placebo-controlled period is to evaluate the safety and tolerability of BIIB092 in participants with mild cognitive impairment (MCI) due to Alzheimer's disease (AD) or with mild AD. The secondary objectives of the placebo-controlled period are to evaluate the efficacy of multiple doses of BIIB092 in slowing cognitive and functional impairment in participants with MCI due to AD or with mild AD, and to evaluate the immunogenicity of BIIB092 after multiple doses in participants with MCI due to AD or with mild AD.

The primary objective of the long-term extension period is to evaluate the long-term safety and tolerability of BIIB092 in participants with MCI due to AD or with mild AD.",PC Period: Percentage of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs)|LTE Period: Percentage of Participants With AEs and SAEs,alzheimer
NCT00329056,A Trial of MitoQ for the Treatment of People With Parkinson's Disease,"A Double-Blind, Prospective, Randomized Comparison of 2 Doses of MitoQ and Placebo for the Treatment of Patients With Parkinson's Disease",COMPLETED,2006-05,INTERVENTIONAL,PHASE2,128.0,ACTUAL,"Antipodean Pharmaceuticals, Inc.",INDUSTRY,0,Parkinson's Disease,DRUG,MitoQ,RANDOMIZED,SINGLE_GROUP,DOUBLE,TREATMENT,ALL,30 Years,,False,"Inclusion Criteria:

1. Informed consent
2. 30 yrs or older
3. Diagnosis of PD (2 or more of bradykinesia; rest tremor, rigidity)
4. Adequate contraceptive measures (females)

Exclusion Criteria:

1. Malignancy within last 2 years
2. Pregnancy \& breast-feeding
3. Treatment with any anti-PD drugs within 30 days of enrolment
4. Prior treatment with anti-PD medication exceeding 42 days in total
5. Medication-induced PD/PD not of idiopathic origin
6. CoQ10/idebenone doses of 300mg/day or higher within 120 days, \>25mg/day within 7 days of enrolment
7. Methylphenidate HCl, neuroleptics, reserpine, amphetamines, selegeline or MAOIs within 6 months of enrolment
8. CNS medications at unstable doses within 60 days of enrolment
9. Dietary supplements \> 5 x RDI
10. Hypersensitivity to CoQ10, idebenone or any components of the study drug
11. Unable to swallow
12. Diseases with features of PD
13. Seizure(s) within 12 months prior to enrolment
14. UPDRS tremor score of 4
15. Hamilton Depression Rating Scale score \> 10
16. History of stroke
17. Requirement for dopaminergic drugs
18. Modified Hoehn \& Yahr score \> 2.5
19. History of brain surgery for Parkinson's disease
20. History of structural brain disease / congenital brain abnormality
21. History of ECT
22. Any other clinically significant medical or psychiatric condition or lab abnormality
23. Enrolment in any other pharmacological study within 30 days of enrolment",13,Australia|New Zealand,"In Parkinson's Disease, the mitochondrial membranes in cells that produce dopamine become damaged by oxidants, leading to the death of these cells and progressive tremor, slowness of movement and the loss of neurons in the substantia nigra (a part of the brain that is involved in movement). Mitoquinone is targeted to reach the membrane of mitochondria and provide protection from damaging oxidants. There are no treatments currently available to slow the progression of PD and this trial will help advance the development of this unique disease modifying drug.

This trial will enroll 120 participants with untreated early onset of PD. Participants will be randomized to receive 1 of 3 treatments: 40 mg of MitoQ tablets, 80 mg of MitoQ tablets or placebo. The researchers, participants and sponsor will all be blinded to the treatment allocation. Participants will be assessed after 1, 2, 3, 6, 9, 12 months of treatment and again 28 days after their last dose. The effectiveness of the trial drug will be measured via the Unified Parkinson's Disease Rating Scale (UPDRS). The safety of the trial drug will be monitored via regular participant examinations, blood tests, ECG and collecting information on adverse events.",Unified Parkinson's Disease Rating Scale (UPDRS) score at the final study visit compared to baseline,parkinson
NCT05717335,Observational Pilot Study With TachoSil as a Ventricular Sealant,Observational Pilot Study With TachoSil as a Ventricular Sealant,COMPLETED,2022-05-01,OBSERVATIONAL,,20.0,ACTUAL,Germans Trias i Pujol Hospital,OTHER,0,Intraventricular Neoplasm,DRUG,TachoSil,,,,,ALL,18 Years,,False,"Inclusion Criteria:

* Patients who are candidates for elective supratentorial surgery (tumoral, vascular or epilepsy) that during the procedure present ventricular entry, being sealed by a patch of TachoSil
* Ventricular entry during the procedure (intraoperative CSF outflow from the ventricle noticed by the surgeon)
* Adults over the age of 18
* Informed consent signed by the patient or representative (see annex 2). For cases in which the patient has died during this time a waiver of consent will be requested.

Exclusion Criteria:

* Patients or representatives who do not want to sign the consent are excluded informed, pregnant women or those under 18 years of age.",1,Spain,"The working hypothesis in this study is that after entering the cerebral ventricular system the sealing with TachoSil is effective and safe.

A more specific hypothesis is that the use of Tachosil for brain surgery with ventricular entry reduces the number of postoperative complications (hydrocephalus, CSF leak, meningitis and pseudomeningocele).",The main objective of the study is to evaluate the effectiveness and safety of TachoSil in operated patients who require opening of the ventricle.,epilepsy
